,id,user,tweet,location,created_at,retweet_count,class
673,1426261333943717890,NigussieTeliku,"@Reuters Folks, if you are concerned about forests and climate change, plant yourself one in your country.

Brazil… https://t.co/diuJODs8zd","Addis Ababa, Ethiopia ",2021-08-13 19:16:15,0,greentalk
680,1426249210500993028,taniahary,"As the whole world talks about the threat of climate change, imagine deliberately denying the water sector all it n… https://t.co/fwwuQ6YlqD",Tel Aviv,2021-08-13 18:28:04,21,water
681,1426247165257650176,WB_Ethiopia,"WBG Climate Change Action Plan 2021–2025: Supporting Green, Resilient, &amp; Inclusive Development ➡️https://t.co/6rAVUyDz05",Ethiopia,2021-08-13 18:19:57,0,greentalk
682,1426244676366053377,ClimateSt,".@usask's #JohnPomeroy on #HeatWave: ""#Saskatchewan agriculture has adapted over many years to dry land conditions… https://t.co/impGvcnF1c","Madrid, Spain",2021-08-13 18:10:03,0,temperature
684,1426241639941558280,CurtNaus,"@mattyglesias In the long term, Afghanistan is looking very vulnerable to climate change (droughts especially, and… https://t.co/9AyYvowrsR",PA,2021-08-13 17:57:59,0,famine
686,1426237633726930947,WaseemZanjani,One of the best birthday gifts we can give our country in this era is planting a tree. Climate Change is a real cha… https://t.co/X7u6Drzux8,"Al Khor, Qatar",2021-08-13 17:42:04,0,greentalk
687,1426236739895635974,Drisrarahmad89,One of the best birthday gifts we can give our country in this era is planting a tree. Climate Change is a real cha… https://t.co/0jQH33SzFh,"Karachi, Pakistan",2021-08-13 17:38:31,1,greentalk
688,1426236705787588609,sabinoarmenise,"#ClimateReport
AR6 Climate Change 2021:
The Physical Science Basis The Summary for Policymakers (SPM) provides a hi… https://t.co/sgtEY8VFZP",Madrid,2021-08-13 17:38:23,0,greentalk
689,1426236066709884936,makisstasinos,"Get used to surging food prices: Extreme weather is here to stay
https://t.co/KrYuz2Zor7","Athens, Greece.",2021-08-13 17:35:51,0,drought
693,1426227552033587210,moadpo21,"Between the new climate report, the @BBCAfrica video on Ghana’s destroyed water bodies &amp; the fact that I have been… https://t.co/IMNxyvK04C",Senegal,2021-08-13 17:02:01,0,water
695,1426224538048737282,modernghanaweb,"From wildfires to floods, the Mediterranean bears the brunt of catastrophic climate change https://t.co/IONABdSuB6","Accra, Ghana",2021-08-13 16:50:02,0,floods
696,1426223977056329730,USEmbassyTurkey,"As we heard today, climate change can cause calamities around the world, from droughts to floods.  Two U.S. CH-47 C… https://t.co/aQgP4GCP2b","Ankara, Turkey",2021-08-13 16:47:48,31,famine
703,1426214462315446274,DailySabah,"Inconvenient truth: Droughts shrink hydropower, pose long-term risk for global push to clean energy as climate chan… https://t.co/p0SGmkgSX9",Istanbul,2021-08-13 16:10:00,1,famine
704,1426214232429940739,EdRojasBr,"What a paradox: Sweden, the country with highest EU forest coverage (70%: what can they plant more?), global refere… https://t.co/hrEMiRLfVI","Valencia, España",2021-08-13 16:09:05,5,greentalk
705,1426212885882101766,shaat_up,@aminattock @zartajgulwazir Please make a policy regarding fireworks..ek taraf hum darakhat laga rahe hain climate… https://t.co/ZQq1CnM3rK,Karachi,2021-08-13 16:03:44,0,greentalk
715,1426198889359626244,EdrineKMusic,We reached out to teenagers who were affected by the #KaseseFloods with menstrual health training. We gave them reu… https://t.co/Xhvh1eg1gp,"Kasese, Uganda",2021-08-13 15:08:07,1,floods
728,1426192386779226117,USEmbassyAthens,"Thanks to 🇺🇸 advisers from @USAID &amp; @forestservice,who met w/ 🇬🇷 Min of Civil Protection &amp; others planning for fire… https://t.co/hAQI0Nhq3g","Athens, Greece",2021-08-13 14:42:17,26,greentalk
731,1426191380238553090,majidkhan93,"Excess carbon dioxide (CO2) is building up in our atmosphere, contributing to climate change. Trees absorb CO2, rem… https://t.co/sxpj1sNuhR",Bahrain,2021-08-13 14:38:17,7,greentalk
739,1426187099212972033,Knewz_Currently,How scientists are preparing wheat for climate change https://t.co/M5WtfhszWr https://t.co/40gkV23ToC,"Va Beach, Virginia",2021-08-13 14:21:16,0,temperature
740,1426184651551412230,_magakwe_,@NdakaM @Symoeh @Africa_Archives How is climate change a result of our actions? Teach us🤔,vereeniging,2021-08-13 14:11:32,0,greentalk
741,1426184275762860039,ClimateSt,".@RutgersRCI's #AnthonyBroccoli: ""All of the things that result from climate change, whether it’s more #HeatWaves,… https://t.co/Zll4M6yHuh","Madrid, Spain",2021-08-13 14:10:03,0,temperature
748,1426174199111077890,anews,Huge wildfires highlight the dangers of climate change-related heat and drought for many communities around the wor… https://t.co/VatwCMyHlu,"Istanbul, Turkey",2021-08-13 13:30:00,1,temperature
752,1426167570273644546,zeekhan83,"#پا‌ں_نہیں_چھاں 
Planting a tree and fighting for environmental change or climate change... 
Lets do it...… https://t.co/FcjkkSNOrn","Karachi, Pakistan",2021-08-13 13:03:40,11,greentalk
755,1426166933242646529,BiotecBTSA,"According to the UN, it is estimated that 10% of global greenhouse gas emissions are associated with food that is n… https://t.co/FTrlELO9oU",Madrid,2021-08-13 13:01:08,0,greentalk
759,1426166094767788036,StopIFF,The environmental harm brought by tax incentives is barely accounted for. Fossil fuels that accelerate climate chan… https://t.co/KsWqHt2eL5,Africa,2021-08-13 12:57:48,5,air_polutants
761,1426162744814882829,zeekhan83,"#پا‌ں_نہیں_چھاں
The Clean Green Prgram is executed in 100 districts by the ministry of climate change and wild life… https://t.co/RigwVk7bm6","Karachi, Pakistan",2021-08-13 12:44:29,14,greentalk
768,1426157647443673088,ForumClimatique,"At the 2015 climate negotiations in Paris, nations agreed to update their climate change action &amp; targets, their Na… https://t.co/ug0e03bqsL",Africa ,2021-08-13 12:24:14,2,greentalk
774,1426153452728688649,ilginkarl,"Climate change makes extreme rainfall more likely, which leads to flash flooding. Turkey is the only G20 nation to… https://t.co/K9S8UCgFr8",Istanbul,2021-08-13 12:07:34,0,floods
777,1426147636919382017,JeffFerncliff,"Save The Bay Save The World; Chesapeake Bay restoration projects not only improve water quality, they are powerful… https://t.co/zs9riSmqK3",Virginia,2021-08-13 11:44:27,0,water
783,1426142659400413188,LadyVelvet_HFQ,It takes the earth catching forest fires to realize that climate change is real and threatening life as we know it.… https://t.co/chyQWQCdJg,"Dubai, United Arab Emirates",2021-08-13 11:24:41,58,greentalk
786,1426141132208103424,mazen_alghoul,Green house gas emission and climate change since 1912! #GlobalWarming #CO2 https://t.co/ZNB0u1m8ch,Beirut,2021-08-13 11:18:36,1,greentalk
792,1426137500771397634,feedpushr,"How extreme weather is making food more expensive
https://t.co/8NGBYqcLIM",Tou,2021-08-13 11:04:11,0,drought
802,1426128899356782597,Saudi_Gazette,Scientists say this invisible gas could seal our fate on climate change https://t.co/AVCFJX4gd2,Saudi Arabia,2021-08-13 10:30:00,0,air_polutants
804,1426127201976700929,Seerat_Fati,"#پا‌ں_نہیں_چھاں

Trees and shrubs improve soil and water conservation, store carbon, moderate local climate by prov… https://t.co/upyR9Hglei","Karachi, Pakistan",2021-08-13 10:23:15,12,greentalk
809,1426121600617832448,Vesteltradeco,"In our strategy to combat #climate change, which we attach great importance to, we aim to minimize the effect of gr… https://t.co/kbOaLkRDae",Turkey,2021-08-13 10:01:00,0,greentalk
810,1426121366860881923,EmiratesNBD_AE,We are excited to join the #PricelessPlanet Coalition which is committed to planting 100 million trees over five ye… https://t.co/vDln2YPFUh,United Arab Emirates,2021-08-13 10:00:04,1,greentalk
813,1426118104879349761,pmpnunes,Climate change: how to build a CO2 processing artificial tree https://t.co/BwOguH9zp9 via @FT,Lisboa,2021-08-13 09:47:06,0,greentalk
815,1426113850533945345,GuapoOnly,"Plants absorb CO₂ from the atmosphere, transforming it into leaves, wood and roots.  – particularly fast growing tr… https://t.co/sV6rm47iI2",Diani,2021-08-13 09:30:12,5,greentalk
818,1426105855829848190,tallcedarofleb,Three forces linked by climate change are driving California from drought season into drought era https://t.co/QgwAcOcF4M via @business,"Beirut,  Lebanon",2021-08-13 08:58:26,0,famine
824,1426099032011821059,lalaland_75,"#BalochistanHeartOfPakistan
He urged the locals to overwhelmingly support government s a forestation efforts and to… https://t.co/F1Xyh2Ogov","Karachi, Pakistan",2021-08-13 08:31:19,7,greentalk
828,1426096812885168132,resonant_theory,"@Greenpeace From ""climate change"" to ""climate crisis"" and little is done. If it becomes ""irreversible climate chang… https://t.co/9kAlmTR0cG","Athens, Greece",2021-08-13 08:22:30,0,greentalk
831,1426095025323134976,SyrianFortress,"@POTUS what happened to tackling climate change?

""President Biden calls on OPEC to boost oil output as gas price s… https://t.co/0YNvSD7i9G","Aleppo, Syria",2021-08-13 08:15:24,0,air_polutants
833,1426093795846901764,resonant_theory,"@Greenpeace Some people on this planet ""actually"" think that ""money"" is power. They also think that they made the ""… https://t.co/18nqFfNPs8","Athens, Greece",2021-08-13 08:10:31,1,greentalk
838,1426083827252961282,ferialhaffajee,"Intergovernmental panel pleas for real, urgent action against climate change  - by @SimonPB #MoneywebNews… https://t.co/8xgZkf4D3X",Johannesburg,2021-08-13 07:30:54,1,greentalk
840,1426081931691761665,pf_arelo,😂😅 Isn't Bill on the climate change faction? 🤔😁 https://t.co/r5cKqxJIXR,Johannesburg South Africa,2021-08-13 07:23:22,0,greentalk
841,1426081685867835392,EnricoMasala1,How the U.S. Military Creates More Greenhouse Gas Emissions Than Entire Countries https://t.co/ZupJHZEHji via @gqmagazine,Cagliari,2021-08-13 07:22:23,0,greentalk
842,1426080621546414080,_1stONE_,"What about “Climate Change?”

How’s mining any different from oil extraction?

Has anyone heard @GretaThunberg’s “H… https://t.co/CKFRBROQ3x","Riyadh, Kingdom of Saudi Arabia",2021-08-13 07:18:10,23,greentalk
845,1426077435263688705,MoodyBlx,"""Even with a drastic reduction in greenhouse-gas emissions temperatures will probably be 1.5oC above their late-19t… https://t.co/7m9sMNvjrL",Madrid,2021-08-13 07:05:30,1,greentalk
850,1426071027277258752,ClimateSt,".@NationalPestMgt's #BrittanyCampbell: As extreme weather becomes more frequent, warmer temperatures &amp; increased pr… https://t.co/kTlvTmGBki","Madrid, Spain",2021-08-13 06:40:02,0,temperature
854,1426065018131554304,Teokanistras,Cutting methane emissions key to slowing climate change: U.N. report https://t.co/fkPIiEzj1K,"Athens, Greece",2021-08-13 06:16:09,0,air_polutants
855,1426064677235265538,Libin_Tweeeetz,This!!!! Tamilnadu for Action against Climate change!!!!😍😍😍😍😍😍 https://t.co/z5rNRB0p30,"Dubai, United Arab Emirates",2021-08-13 06:14:48,0,greentalk
857,1426063777494151168,lrfpk,@lrfpk will Preparing Youth Leaders for a Post-pandemic Pakistan in Food Security and Climate Change,Pakistan,2021-08-13 06:11:14,0,drought
860,1426062209231302658,OxfaminUganda,"#YouthDayUG2021 reflection: To realize global efforts to transform food systems, all state and non-state actors sho… https://t.co/Fxm5UafaQd","Kampala, Uganda",2021-08-13 06:05:00,3,drought
865,1426055311996108800,qatarday,"Chile's record-breaking drought makes climate change 'very easy' to see 

#Chile #Drought #Weather #ClimateChange… https://t.co/hKPwjwFPYF","Doha, Qatar",2021-08-13 05:37:35,0,famine
867,1426052784131133443,ilginkarl,"Climate Change: Death toll in northern Turkey's flash flooding rises to 27, news channels say. The Black Sea region… https://t.co/DNMVOlWgpI",Istanbul,2021-08-13 05:27:33,3,floods
871,1426047479372451841,husseinkm,"From unprecedented wildfires across the US to the extraordinary heat of Siberia, the impacts of climate change were… https://t.co/yExV89TjJK",kampala uganda ,2021-08-13 05:06:28,0,temperature
886,1425984220053348357,New_Narrative,"Methane: The lesser-known greenhouse gas that’s key to solving climate change

 https://t.co/l4RZcGj8Q5",On the road,2021-08-13 00:55:06,3,air_polutants
891,1425979914956673026,sheziqobolwakhe,"Climate change: More droughts, floods and fires for SA, says UN report | Fin24 https://t.co/MmKoqXpuXa",Johannesburg,2021-08-13 00:37:59,0,famine
894,1425972348394643456,Dzidefo_Dee,I'm currently working on a climate change documentary. The awareness gap in Ghana is quite huge. The few who are aw… https://t.co/qGoRDVw4w4,"Accra, Ghana",2021-08-13 00:07:55,0,greentalk
898,1425953955666964483,OlumideIDOWU,It’s clear: we’re already paying for inaction on climate &amp; things could get much worse. But we still have time to c… https://t.co/UDreUzyg6n,Africa,2021-08-12 22:54:50,0,greentalk
899,1425952615767105542,AhmadAm09524512,"Climate change, terrible rains in one part of the planet, drought in another part of the earth, widespread fires, .… https://t.co/c8C3X1MQsR",Kish Island,2021-08-12 22:49:31,0,famine
900,1425943658067632135,paulweel29,"If a person says he's serious about climate change, but his policy ideas don't start and end with nuclear power, th… https://t.co/G3uybe9lfo",CO,2021-08-12 22:13:55,0,greentalk
902,1425938385940754439,LMissaster,"The AMAZING wonders in our water world's !!! 

Climate change is endangering this right NOW, very little time, if a… https://t.co/yOdSJpxTKz",Virginia,2021-08-12 21:52:58,0,water
904,1425932407203586048,nikiwemchunu_,"@nonto_ngwenya Okay so the usual triggers for extinction are climate change, changes in sea level, diseases, and an… https://t.co/0aoa98Vpzs","Durban, South Africa",2021-08-12 21:29:13,0,floods
909,1425924720545894403,linda_beale,"@AFP So sad. Tragic for the environment and the world. Climate change is here and affecting the world with heat, fi… https://t.co/RXotRT947c","Johannesburg, South Africa",2021-08-12 20:58:40,0,temperature
919,1425914992033996805,AlArabiya_Eng,"A dangerous heatwave is sweeping across the #Mediterranean, the latest in a series of recent extreme weather events… https://t.co/AnVgj69Na4",Dubai,2021-08-12 20:20:00,1,temperature
922,1425911525844430848,Erkhyan,"@Metro_Fox @crimsonruari Antananarivo is built in a barely controlled floodplain, so the water level difference bet… https://t.co/bZR2cAGSy9","Antananarivo, Madagascar",2021-08-12 20:06:14,0,floods
924,1425908684656414733,dutchmuslima1,"@SpiritGarage Fires, floods, hailstones as big as tennis balls..
Climate change is caused by mankind playing god..
Stop #cloudseeding‼️",Egypt,2021-08-12 19:54:57,0,floods
933,1425901713060515845,ialihamza91,Biden wants to fight the climate crisis and keep gas prices low. It doesn't add up. https://t.co/0jhXplfvJR #followforfollow,Karachi Pakistan,2021-08-12 19:27:15,0,air_polutants
